,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,cran_id,go_id,gem_id,hex_id,pypi,bitbucket_id
93,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,19,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2024-04-24 20:56:07.000000,2024-04-22 04:24:58,261.0,361.0,9390.0,1221.0,2024-02-28 17:55:49,2024.2.0,,,34.0,3.0,3.0,272.0,,,,,,3.0,,,,,,,,,,,,,,,,,
94,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-03-14 21:28:06.000000,2024-02-01 21:38:56,162.0,67.0,56.0,881.0,2021-10-12 17:36:36,1.8.1,,6713.0,3.0,2.0,2.0,20.0,https://pypi.org/project/witwidget,5572.0,,,,3.0,,,,,,,,330.0,wit-widget,https://www.npmjs.com/package/wit-widget,1141.0,,,,,,
95,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,19,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2023-06-16 16:08:46.317000,2017-11-16 19:29:56,93.0,40.0,29.0,853.0,,,,4570.0,1.0,260.0,260.0,7.0,https://pypi.org/project/notedown,4062.0,https://anaconda.org/conda-forge/notedown,2023-06-16 16:08:46.317,35606.0,3.0,,,,,,,,264.0,,,,,,,,,
96,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,19,stencila/stencila,,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2024-04-25 09:14:56.000000,2024-04-25 09:10:01,42.0,100.0,626.0,765.0,2024-03-06 01:58:19,2.0.0-alpha.25,4309.0,264.0,100.0,20.0,20.0,44.0,,,,,,3.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16469.0,-4.0,,,stencila,https://www.npmjs.com/package/stencila,10.0,,,,,,
97,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,19,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,146.0,74.0,137.0,759.0,2016-01-02 19:06:03,0.2,,10149.0,20.0,4.0,4.0,16.0,https://pypi.org/project/gmaps,5739.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,313151.0,3.0,,,,,,,,1380.0,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,638.0,,,,,,
98,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,19,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2024-03-26 16:19:26.000000,2024-03-26 16:19:25,220.0,,,732.0,,,,7124.0,,,,108.0,https://pypi.org/project/toree,7124.0,,,,2.0,,,,,,,,1173.0,,,,,,,,,
99,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,19,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2023-01-07 04:35:11.000000,2021-06-29 12:29:51,69.0,43.0,25.0,595.0,,,,1777.0,,1357.0,1357.0,15.0,,,,,,1.0,,,,,,,,101.0,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,1777.0,,,,,,
100,GPU Dashboards,True,A JupyterLab extension for displaying dashboards of GPU..,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,19,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2024-04-15 17:38:44.000000,2024-04-15 17:38:41,71.0,34.0,44.0,552.0,2023-08-25 13:39:24,0.9.0,,9755.0,5.0,3.0,3.0,21.0,https://pypi.org/project/jupyterlab-nvdashboard,9527.0,,,,2.0,,,,,,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,228.0,,,,,,
101,ipysheet,True,Jupyter handsontable integration.,https://github.com/jupyter-widgets-contrib/ipysheet,,widgets,19,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/jupyter-widgets-contrib/ipysheet,MIT,2017-07-10 13:46:31.000,2024-01-04 06:37:51.000000,2024-01-04 06:37:51,67.0,63.0,60.0,536.0,,,,124585.0,15.0,7.0,7.0,14.0,https://pypi.org/project/ipysheet,122140.0,https://anaconda.org/conda-forge/ipysheet,2023-06-16 16:13:19.853,112939.0,3.0,,,,,,,jupyter-widgets-contrib/ipysheet,311.0,ipysheet,https://www.npmjs.com/package/ipysheet,653.0,,,,,,
102,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,55.0,20.0,8.0,360.0,,,,3897.0,2.0,676.0,676.0,7.0,https://pypi.org/project/jupyterlab-dash,1727.0,,,,1.0,,,,,,,,41.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2170.0,,,,,,
103,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,19,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2023-08-04 21:07:12.374000,2023-08-04 14:43:59,60.0,45.0,101.0,305.0,2023-11-07 09:41:30,7.0.0,,31903.0,21.0,3.0,3.0,24.0,https://pypi.org/project/dask-labextension,9950.0,https://anaconda.org/conda-forge/dask-labextension,2023-08-04 21:07:12.374,955291.0,2.0,,,,,,,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,242.0,,,,,,
104,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,19,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2023-10-07 22:03:22.000000,2023-07-28 20:05:17,19.0,18.0,39.0,199.0,2023-07-28 20:17:21,0.8.4,,203.0,13.0,235.0,235.0,6.0,,,,,,2.0,,,,,,,jupyterlab-contrib/spellchecker,217.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,203.0,,,,,,
105,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,19,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2024-04-05 12:54:09.000000,2024-04-05 12:54:09,45.0,11.0,30.0,62.0,2022-08-25 15:31:47,0.12.3,65.0,445294.0,32.0,,,30.0,https://pypi.org/project/jupyter-packaging,433471.0,https://anaconda.org/conda-forge/jupyter-packaging,2023-06-16 19:19:02.319,555637.0,3.0,,,,,,,,,,,,,,,,,
106,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,18,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2023-11-14 19:49:37.000000,2023-11-14 19:49:36,404.0,1.0,92.0,3350.0,2021-07-13 22:12:59,0.13.2,,9408.0,4.0,,,12.0,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,26.0,555073.0,,,,,,,,,,,,
107,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,18,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2024-04-16 07:36:06.000000,2024-04-16 07:36:06,284.0,168.0,128.0,2952.0,,,,5165.0,20.0,,,27.0,,,https://anaconda.org/conda-forge/xeus-cling,2023-11-11 12:27:30.968,237601.0,2.0,,,,,,,,,,,,,,,,,
108,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,18,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2024-03-08 20:52:07.000000,2024-03-08 20:50:01,401.0,126.0,709.0,2748.0,2023-06-02 17:41:48,1.24.2,,,45.0,,,108.0,,,,,,2.0,,,,,,,,722.0,,,,,,,,,
109,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,18,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-04-05 13:21:22.787000,2024-04-05 11:33:33,969.0,56.0,300.0,2551.0,,,,355516.0,30.0,,,113.0,https://pypi.org/project/ipyparallel,331958.0,https://anaconda.org/conda-forge/ipyparallel,2024-04-05 13:21:22.787,989446.0,3.0,,,,,,,,,,,,,,,,,
110,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,18,almond-sh/almond,,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2024-04-17 13:18:13.000000,2024-02-23 13:41:35,228.0,115.0,207.0,1568.0,2023-05-15 14:58:56,0.13.14,2343.0,208.0,66.0,,,40.0,,,,,,2.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-10-19 23:11:45.308515,6.0,19040.0,,,,,,,,,,,,
111,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,,lab-extensions,18,lckr/jupyterlab-variableInspector,,,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2024-04-17 12:40:11.000000,2024-04-17 12:40:10,87.0,42.0,131.0,1061.0,2024-01-23 13:04:13,3.2.1,66.0,993.0,9.0,6.0,6.0,22.0,,,,,,2.0,,,,,,,jupyterlab-contrib/jupyterlab-variableInspector,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,992.0,,,,,,
112,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,18,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2024-01-30 13:49:51.000000,2023-06-18 21:06:46,53.0,31.0,165.0,799.0,,,,74110.0,,,,42.0,https://pypi.org/project/jupyterlab_code_formatter,72595.0,,,,2.0,,,,,,,,488.0,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,1515.0,,,,,,
113,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,18,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-07-07 04:18:47.000000,2021-08-10 23:33:21,102.0,64.0,51.0,726.0,2018-04-16 17:16:10,0.2.0,,113016.0,1.0,,,14.0,,,,,,2.0,,,,,,,,523.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,113016.0,,,,,,
114,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,18,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2023-10-31 13:45:02.000000,2023-10-31 13:44:58,67.0,34.0,57.0,603.0,2023-05-31 04:26:11,3.2.0,,2176.0,2.0,,,23.0,https://pypi.org/project/jupyterlab_latex,1861.0,,,,2.0,,,,,,,,446.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,315.0,,,,,,
115,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,18,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2022-08-04 11:15:43.000000,2022-08-04 11:15:04,23.0,3.0,10.0,294.0,,,,32099.0,,110.0,110.0,5.0,https://pypi.org/project/treon,32099.0,,,,3.0,,,,,,,,66.0,,,,,,,,,
116,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,18,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2023-07-28 15:17:36.000000,2023-07-28 15:17:32,30.0,,44.0,294.0,2021-02-04 22:39:49,0.8.0,,1362.0,2.0,173.0,173.0,7.0,,,,,,2.0,,,,,,,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,1362.0,,,,,,
117,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,18,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2024-01-25 21:07:30.000000,2023-08-11 05:18:21,40.0,7.0,73.0,282.0,2023-08-11 02:56:40,2.8.3,123240.0,1521.0,35.0,,,23.0,,,,,,2.0,,,,,,,,385.0,,,,,,,,,
118,scrapbook,True,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,18,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2022-04-13 16:57:46.000000,2022-04-13 16:57:42,26.0,24.0,26.0,277.0,,,,13593.0,,347.0,347.0,11.0,https://pypi.org/project/nteract-scrapbook,13593.0,,,,3.0,,,,,,,,,,,,,,,,,
119,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,18,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2023-08-30 15:30:11.000000,2023-08-30 15:29:37,39.0,23.0,13.0,241.0,2023-08-30 15:30:33,0.7.0,,9788.0,3.0,7.0,7.0,16.0,https://pypi.org/project/sidecar,9666.0,,,,2.0,,,,,,,,94.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,122.0,,,,,,
120,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,18,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,,2016-11-21 02:23:14.000,2024-01-11 09:22:04.000000,2018-09-20 15:43:57,34.0,22.0,20.0,181.0,2017-03-05 04:26:44,0.2.0,,4370.0,8.0,166.0,166.0,6.0,https://pypi.org/project/spylon-kernel,2861.0,https://anaconda.org/conda-forge/spylon-kernel,2023-06-16 13:20:41.310,129840.0,2.0,,,,,,,vericast/spylon-kernel,188.0,,,,,,,,,
121,ipysigma,True,A custom Jupyter widget library to display graphs using sigma.js.,https://github.com/medialab/ipysigma,,widgets,18,Yomguithereal/ipysigma,ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2023-10-20 11:44:29.000000,2023-10-20 08:08:59,13.0,53.0,155.0,172.0,2023-01-10 16:02:53,0.24.0,,1682.0,2.0,30.0,30.0,6.0,https://pypi.org/project/ipysigma,1369.0,,,,3.0,,,,,,,medialab/ipysigma,359.0,ipysigma,https://www.npmjs.com/package/ipysigma,313.0,,,,,,
122,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,18,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2024-04-03 21:22:08.000000,2024-04-03 21:22:08,79.0,33.0,49.0,112.0,,,,8235.0,,50.0,50.0,23.0,https://pypi.org/project/jupyter-rsession-proxy,8235.0,,,,2.0,,,,,,,,,,,,,,,,,
123,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,18,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,23.0,88.0,93.0,74.0,2020-06-18 03:30:24,0.5.10,,1975.0,17.0,38.0,38.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,1975.0,,,,3.0,,,,,,,,269.0,,,,,,,,,
124,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,18,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2024-04-02 07:54:29.000000,2024-04-02 07:54:28,50.0,3.0,47.0,64.0,2023-03-31 10:44:15,1.5.0,,4111.0,8.0,107.0,107.0,18.0,https://pypi.org/project/jupyterhub-ltiauthenticator,4111.0,,,,2.0,,,,,,,,,,,,,,,,,
125,IHaskell,True,A Haskell kernel for IPython.,https://github.com/IHaskell/IHaskell,,kernels,17,gibiansky/IHaskell,,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2024-04-21 12:08:26.000000,2024-04-21 12:08:20,250.0,38.0,742.0,2543.0,,,,4.0,,,,114.0,,,,,,3.0,,,,,,,IHaskell/IHaskell,2289.0,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,4.0,,,,,,
126,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,17,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2023-06-07 10:33:18.000000,2021-06-14 15:04:41,195.0,13.0,14.0,1073.0,2019-09-02 14:01:33,0.1.2,,3757.0,1.0,,,13.0,https://pypi.org/project/pyforest,3757.0,,,,3.0,,,,,,,,196.0,,,,,,,,,
127,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,17,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2024-01-28 02:10:35.000000,2019-12-08 22:22:20,193.0,86.0,59.0,1035.0,2019-05-06 03:28:50,1.3.0,171720.0,2453.0,5.0,,,4.0,,,,,,3.0,,,,,,,,90.0,,,,,,,,,
128,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter-server/enterprise_gateway,,kernels,17,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2024-04-24 11:38:38.000000,2024-03-09 06:01:25,207.0,68.0,499.0,610.0,2024-02-20 05:17:30,3.2.3,35621.0,3288.0,38.0,,,116.0,https://pypi.org/project/jupyter_enterprise_gateway,2832.0,,,,3.0,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,,
129,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,17,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2024-03-25 09:01:34.000000,2024-03-25 09:01:33,100.0,21.0,41.0,402.0,2023-08-03 14:12:11,4.0.0,30.0,3057.0,7.0,6.0,6.0,18.0,https://pypi.org/project/jupyterlab-github,2586.0,,,,2.0,,,,,,,,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,471.0,,,,,,
130,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,17,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2023-08-03 16:55:22.000000,2023-08-03 16:55:22,75.0,,99.0,399.0,2018-02-05 18:54:22,0.11.1,,244.0,12.0,5.0,5.0,17.0,,,,,,2.0,,,,,,,,516.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,244.0,,,,,,
131,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,17,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2023-09-08 12:57:22.000000,2023-09-08 12:54:36,56.0,38.0,27.0,300.0,,,,1673.0,,129.0,129.0,11.0,https://pypi.org/project/nbopen,1673.0,,,,3.0,,,,,,,,64.0,,,,,,,,,
132,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,17,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2024-02-27 13:56:14.000000,2024-02-27 13:56:13,29.0,14.0,43.0,256.0,2023-05-05 13:00:11,5.2.1,2.0,1024.0,30.0,5.0,5.0,26.0,,,https://anaconda.org/conda-forge/mamba_gator,2023-06-16 19:23:51.106,40753.0,3.0,,,,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,31.0,,,,,,
133,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,17,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2024-02-13 21:24:04.000000,2024-02-13 21:24:04,22.0,28.0,42.0,230.0,,,,4141.0,,4.0,4.0,8.0,https://pypi.org/project/nbinteract,4141.0,,,,3.0,,,,,,,,595.0,,,,,,,,,
134,Darcula Theme,True,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,17,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2023-06-06 08:38:20.000000,2022-07-20 12:02:54,28.0,8.0,17.0,205.0,,,,74.0,,1327.0,1327.0,7.0,,,,,,1.0,,,,,,,,113.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,74.0,,,,,,
135,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,17,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,20.0,34.0,39.0,201.0,2019-12-03 17:50:40,2.5.0,,154.0,6.0,17.0,17.0,7.0,https://pypi.org/project/bookstore,154.0,,,,3.0,,,,,,,,619.0,,,,,,,,,
136,jupyter-fs,True,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,17,jpmorganchase/jupyter-fs,jupyter-fs,,https://github.com/jpmorganchase/jupyter-fs,Apache-2.0,2019-09-24 17:44:10.000,2024-04-11 12:43:03.000000,2023-11-11 18:56:51,33.0,17.0,59.0,183.0,2023-11-11 19:00:26,0.4.1,,560.0,2.0,6.0,6.0,15.0,https://pypi.org/project/jupyter-fs,560.0,,,,2.0,,,,,,,,,,,,,,,,,
137,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2023-06-16 13:18:35.621000,2022-02-03 17:25:03,41.0,,80.0,176.0,2017-06-02 21:19:27,0.5.0,107.0,1205.0,15.0,,,9.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2023-06-16 13:18:35.621,101168.0,3.0,,,,,,,,404.0,,,,,,,,,
138,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,49.0,15.0,7.0,172.0,2018-05-29 18:46:14,0.0.9,2471.0,1482.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,1441.0,,,,3.0,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,962.0,,,215.0,,,,,,,,,
139,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,17,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,BSD-2-Clause,2015-01-06 14:50:00.000,2022-11-23 11:42:58.000000,2022-11-23 11:42:26,17.0,7.0,23.0,150.0,2022-11-23 11:42:59,1.2.0,,33242.0,3.0,5.0,5.0,8.0,https://pypi.org/project/environment_kernels,33242.0,,,,3.0,,,,,,,,83.0,,,,,,,,,
140,nb_conda,True,Conda environment and package access extension from within Jupyter.,https://github.com/anaconda/nb_conda,,jupyter-extensions,17,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/anaconda/nb_conda,BSD-3-Clause,2015-12-09 23:12:58.000,2024-04-17 15:24:12.000000,2020-09-11 21:06:00,30.0,35.0,28.0,138.0,,,,14877.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2024-01-09 08:46:24.791,624862.0,3.0,,,,,,,anaconda/nb_conda,158.0,,,,,,,,,
141,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/jupyter-widgets-contrib/ipytree,,widgets,17,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/jupyter-widgets-contrib/ipytree,MIT,2018-09-15 13:17:27.000,2023-10-25 14:25:25.000000,2022-11-23 09:34:00,29.0,20.0,20.0,127.0,2022-08-24 12:33:17,0.2.2,,60671.0,8.0,,,9.0,https://pypi.org/project/ipytree,58922.0,https://anaconda.org/conda-forge/ipytree,2023-06-16 16:14:42.506,106692.0,3.0,,,,,,,jupyter-widgets-contrib/ipytree,111.0,,,,,,,,,
